(80, 67)
(56, 76)
(39, 66)
(19, 33)
(33, 65)
(26, 26)
(51, 49)
(17, 34)
(61, 66)
(91, 66)
(36, 17)
(102, 57)
(20, 32)
(73, 66)
(71, 64)
(32, 67)
(35, 50)
(30, 23)
(56, 76)
(56, 182)
(21, 58)
(49, 26)
(56, 76)
(47, 163)
(36, 18)
(101, 54)
(72, 65)
(91, 63)
(56, 76)
(224, 181)
(42, 34)
(73, 66)
(101, 59)
(47, 59)
(56, 76)
(64, 19)
(18, 50)
(65, 22)
(63, 58)
(73, 116)
(17, 44)
(32, 29)
(53, 22)
(25, 105)
(106, 168)
(56, 76)
(56, 76)
(102, 53)
(56, 76)
(56, 76)
(22, 75)
(24, 17)
(72, 66)
(53, 39)
(73, 62)
(19, 154)
(56, 76)
(23, 28)
(23, 57)
(73, 66)
(56, 76)
(24, 54)
(31, 25)
(65, 63)
(69, 62)
(28, 182)
(22, 35)
(97, 124)
(56, 76)
(56, 76)
(32, 71)
(44, 56)
(87, 67)
(75, 118)
(56, 76)
(18, 168)
(19, 49)
(56, 76)
(56, 76)
(24, 35)
(43, 65)
(19, 183)
(45, 125)
(26, 59)
(56, 76)
(65, 59)
(56, 76)
(62, 66)
(19, 61)
(22, 57)
(42, 40)
(27, 44)
(56, 76)
(102, 74)
(18, 78)
(19, 69)
(19, 95)
(68, 61)
(99, 68)
(95, 72)
(56, 76)
(18, 43)
(134, 155)
(64, 58)
(30, 21)
(41, 19)
(56, 76)
(26, 78)
(56, 76)
(62, 21)
(23, 49)
(103, 77)
(33, 175)
(91, 63)
(56, 76)
(38, 18)
(77, 59)
(56, 76)
(20, 31)
(56, 76)
(18, 47)
(39, 24)
(17, 59)
(31, 26)
(56, 76)
(56, 76)
(77, 114)
(18, 41)
(24, 56)
(64, 59)
(56, 76)
(18, 53)
(26, 89)
(56, 76)
(47, 19)
(113, 43)
(65, 17)
(17, 78)
(18, 59)
(42, 56)
(51, 66)
(81, 68)
(56, 76)
(56, 76)
(57, 21)
(152, 147)
(109, 163)
(67, 60)
(26, 26)
(91, 72)
(81, 175)
(101, 78)
(17, 140)
(56, 76)
(38, 20)
(68, 18)
(38, 48)
(25, 18)
(19, 20)
(56, 76)
(56, 76)
(56, 76)
(91, 69)
(56, 76)
(93, 61)
(50, 29)
(56, 76)
(89, 64)
(45, 46)
(23, 42)
(71, 64)
(74, 118)
(34, 57)
(18, 137)
(85, 71)
(34, 43)
(26, 52)
(125, 180)
(66, 59)
(24, 55)
(154, 26)
(42, 54)
(29, 25)
(69, 59)
(87, 70)
(56, 76)
(20, 31)
(72, 66)
(56, 76)
(33, 33)
(117, 174)
(56, 76)
(27, 179)
(73, 66)
(56, 76)
(56, 76)
(158, 171)
(51, 57)
(18, 44)
(64, 58)
(56, 76)
(53, 22)
(56, 76)
(34, 32)
(39, 63)
(52, 70)
(60, 62)
(46, 60)
(23, 64)
(56, 76)
(29, 49)
(44, 171)
(67, 111)
(46, 43)
(71, 64)
(30, 87)
(17, 53)
(58, 22)
(31, 62)
(91, 69)
(56, 76)
(56, 76)
(56, 76)
(41, 65)
(87, 68)
(56, 76)
(19, 88)
(50, 55)
(51, 167)
(42, 56)
(102, 63)
(56, 76)
(90, 63)
(70, 63)
(32, 50)
(56, 76)
(56, 76)
(30, 49)
(56, 76)
(28, 18)
(36, 21)
(17, 46)
(56, 76)
(56, 76)
(141, 20)
(56, 76)
(56, 76)
(17, 34)
(26, 53)
(69, 62)
(17, 66)
(56, 76)
(92, 71)
(32, 22)
(56, 76)
(56, 76)
(33, 78)
(20, 31)
(56, 76)
(56, 76)
(29, 49)
(72, 65)
(43, 19)
(56, 76)
(72, 65)
(56, 76)
(56, 76)
(27, 51)
(56, 76)
(56, 76)
(140, 27)
(50, 49)
(19, 66)
(44, 19)
(80, 154)
(50, 60)
(90, 64)
(32, 22)
(56, 76)
(59, 20)
(25, 53)
(18, 32)
(69, 57)
(72, 65)
(33, 76)
(53, 71)
(73, 66)
(71, 57)
(88, 68)
(73, 66)
(23, 57)
(62, 17)
(29, 49)
(70, 62)
(56, 76)
(46, 19)
(19, 20)
(72, 65)
(32, 22)
(87, 68)
(48, 49)
(56, 76)
(56, 76)
(51, 43)
(60, 23)
(54, 22)
(50, 49)
(17, 97)
(42, 19)
(56, 76)
(102, 74)
(56, 76)
(40, 17)
(27, 34)
(36, 43)
(56, 76)
(92, 61)
(90, 72)
(70, 63)
(44, 19)
(19, 31)
(69, 61)
(72, 65)
(56, 76)
(30, 24)
(22, 176)
(42, 26)
(18, 17)
(30, 24)
(56, 76)
(79, 68)
(56, 76)
(53, 61)
(56, 76)
(24, 54)
(94, 61)
(49, 27)
(73, 66)
(22, 29)
(50, 60)
(17, 31)
(70, 63)
(56, 76)
(68, 61)
(32, 22)
(56, 76)
(56, 76)
(17, 76)
(24, 54)
(56, 76)
(56, 76)
(24, 54)
(24, 17)
(89, 69)
(139, 49)
(34, 58)
(79, 68)
(50, 49)
(66, 59)
(56, 76)
(56, 76)
(52, 122)
(70, 63)
(56, 76)
(72, 65)
(40, 20)
(56, 76)
(25, 53)
(56, 76)
(71, 64)
(56, 76)
(72, 65)
(30, 48)
(56, 76)
(56, 76)
(29, 183)
(72, 65)
(40, 17)
(37, 61)
(56, 76)
(56, 76)
(22, 57)
(43, 30)
(56, 76)
(20, 27)
(36, 22)
(64, 58)
(87, 67)
(72, 66)
(56, 76)
(56, 76)
(25, 53)
(56, 76)
(17, 76)
(56, 76)
(56, 76)
(69, 62)
(56, 76)
(56, 76)
(47, 29)
(56, 76)
(34, 58)
(36, 22)
(21, 27)
(56, 76)
(71, 64)
(56, 76)
(53, 71)
(56, 76)
(56, 76)
(64, 59)
(26, 28)
(24, 27)
(39, 65)
(44, 63)
(24, 54)
(56, 76)
(29, 49)
(26, 28)
(66, 113)
(27, 27)
(33, 78)
(50, 46)
(56, 76)
(56, 76)
(70, 63)
(70, 63)
(70, 63)
(50, 47)
(56, 76)
(73, 66)
(71, 63)
(54, 71)
(36, 21)
(72, 65)
(42, 19)
(56, 76)
(21, 30)
(56, 76)
(56, 76)
(92, 71)
(17, 76)
(24, 54)
(56, 76)
(53, 69)
(56, 76)
(17, 115)
(56, 76)
(28, 180)
(56, 76)
(50, 176)
(56, 76)
(22, 56)
(32, 22)
(73, 66)
(63, 58)
(56, 76)
(22, 29)
(36, 20)
(72, 65)
(72, 65)
(56, 76)
(41, 64)
(72, 65)
(34, 58)
(70, 63)
(63, 61)
(34, 58)
(91, 70)
(70, 63)
(56, 76)
(103, 56)
(56, 76)
(56, 76)
(73, 66)
(28, 25)
(17, 76)
(56, 76)
(72, 66)
(18, 145)
(22, 29)
(21, 17)
(103, 125)
(21, 30)
(43, 30)
(56, 76)
(69, 62)
(51, 49)
(86, 67)
(17, 31)
(70, 62)
(70, 63)
(72, 65)
(19, 158)
(51, 67)
(154, 20)
(72, 65)
(56, 76)
(38, 22)
(56, 76)
(56, 19)
(72, 65)
(46, 59)
(27, 26)
(65, 59)
(53, 19)
(33, 45)
(19, 87)
(56, 76)
(56, 76)
(56, 76)
(47, 69)
(53, 19)
(53, 19)
(56, 76)
(26, 17)
(144, 183)
(21, 30)
(27, 26)
(56, 76)
(21, 30)
(21, 98)
(72, 65)
(27, 26)
(56, 76)
(21, 90)
(56, 76)
(65, 59)
(65, 59)
(72, 65)
(40, 66)
(40, 20)
(56, 76)
(53, 19)
(56, 76)
(91, 72)
(53, 19)
(41, 20)
(65, 59)
(56, 76)
(56, 76)
(32, 24)
(53, 19)
(41, 20)
(27, 26)
(21, 95)
(56, 76)
(18, 21)
(51, 65)
(56, 76)
(20, 31)
(19, 86)
(25, 53)
(21, 90)
(32, 44)
(27, 26)
(38, 20)
(53, 19)
(56, 76)
(65, 59)
(18, 21)
(65, 59)
(65, 59)
(71, 64)
(56, 76)
(56, 76)
(25, 100)
(18, 33)
(43, 20)
(53, 51)
(18, 73)
(65, 59)
(45, 20)
(27, 26)
(53, 19)
(30, 18)
(56, 24)
(72, 65)
(38, 20)
(56, 76)
(48, 58)
(44, 19)
(72, 65)
(27, 18)
(53, 19)
(27, 26)
(56, 76)
(91, 72)
(39, 23)
(56, 76)
(56, 76)
(27, 26)
(72, 65)
(21, 90)
(69, 62)
(41, 20)
(49, 59)
(18, 47)
(61, 62)
(64, 59)
(56, 76)
(49, 38)
(103, 62)
(56, 76)
(64, 58)
(19, 86)
(53, 19)
(56, 19)
(64, 58)
(64, 58)
(27, 26)
(72, 65)
(56, 76)
(56, 76)
(49, 39)
(72, 65)
(56, 76)
(56, 76)
(90, 71)
(56, 76)
(70, 63)
(41, 20)
(72, 65)
(56, 76)
(56, 76)
(56, 76)
(56, 76)
(53, 19)
(144, 183)
(72, 65)
(21, 90)
(28, 52)
(53, 19)
(18, 71)
(19, 45)
(53, 19)
(63, 58)
(67, 64)
(105, 80)
(56, 76)
(27, 26)
(56, 76)
(56, 76)
(19, 86)
(27, 92)
(88, 67)
(46, 59)
(56, 76)
(53, 22)
(46, 59)
(25, 53)
(53, 19)
(21, 90)
(72, 65)
(53, 19)
(53, 19)
(56, 76)
(56, 76)
(41, 19)
(53, 19)
(56, 76)
(18, 21)
(69, 62)
(27, 26)
(53, 19)
(72, 65)
(35, 21)
(56, 76)
(17, 44)
(53, 19)
(22, 73)
(65, 59)
(34, 56)
(56, 76)
(71, 64)
(53, 19)
(63, 58)
(18, 27)
(56, 76)
(46, 59)
(27, 26)
(56, 76)
(56, 76)
(72, 65)
(56, 76)
(53, 19)
(27, 26)
(21, 90)
(18, 21)
(21, 56)
(53, 19)
(72, 65)
(27, 26)
(41, 41)
(28, 25)
(85, 70)
(24, 27)
(63, 58)
(56, 76)
(72, 65)
(56, 76)
(18, 21)
(24, 27)
(27, 50)
(53, 19)
(24, 29)
(53, 19)
(19, 87)
(18, 21)
(43, 20)
(44, 19)
(56, 76)
(27, 26)
(56, 76)
(49, 70)
(63, 65)
(22, 73)
(56, 76)
(85, 70)
(50, 60)
(26, 26)
(56, 76)
(18, 21)
(72, 65)
(53, 19)
(26, 17)
(27, 26)
(22, 29)
(72, 65)
(30, 47)
(33, 45)
(72, 65)
(56, 76)
(27, 26)
(52, 39)
(53, 19)
(27, 26)
(56, 76)
(54, 22)
(31, 43)
(56, 76)
(43, 25)
(56, 76)
(17, 44)
(27, 26)
(53, 19)
(23, 28)
(53, 19)
(68, 61)
(17, 43)
(70, 63)
(72, 65)
(55, 135)
(30, 142)
(70, 63)
(24, 57)
(56, 76)
(70, 63)
(73, 66)
(24, 57)
(70, 63)
(26, 52)
(18, 33)
(26, 26)
(70, 63)
(72, 65)
(56, 76)
(24, 57)
(24, 57)
(24, 57)
(56, 76)
(19, 137)
(41, 99)
(51, 28)
(56, 76)
(56, 76)
(56, 76)
(70, 63)
(27, 29)
(68, 61)
(70, 63)
(72, 65)
(28, 25)
(69, 62)
(19, 93)
(34, 63)
(69, 62)
(21, 144)
(17, 71)
(53, 138)
(26, 27)
(24, 57)
(31, 106)
(158, 41)
(30, 48)
(56, 76)
(27, 29)
(133, 175)
(69, 62)
(48, 39)
(56, 76)
(70, 63)
(67, 60)
(17, 56)
(70, 63)
(72, 66)
(70, 63)
(56, 76)
(22, 56)
(56, 76)
(56, 76)
(17, 75)
(70, 63)
(27, 29)
(70, 63)
(56, 76)
(56, 76)
(34, 48)
(144, 29)
(56, 76)
(56, 76)
(17, 75)
(17, 38)
(24, 57)
(73, 66)
(65, 59)
(56, 76)
(70, 63)
(135, 170)
(17, 75)
(24, 57)
(70, 63)
(72, 65)
(17, 75)
(27, 50)
(72, 65)
(34, 63)
(17, 57)
(30, 48)
(68, 61)
(70, 63)
(45, 103)
(56, 76)
(135, 170)
(70, 63)
(55, 19)
(27, 28)
(17, 75)
(26, 26)
(18, 32)
(66, 60)
(70, 63)
(72, 65)
(73, 66)
(135, 170)
(34, 48)
(70, 63)
(70, 63)
(27, 29)
(17, 75)
(17, 94)
(24, 57)
(17, 34)
(32, 90)
(73, 66)
(17, 75)
(73, 66)
(56, 76)
(56, 76)
(56, 76)
(56, 76)
(27, 29)
(17, 75)
(24, 57)
(72, 65)
(70, 63)
(91, 160)
(70, 63)
(70, 63)
(17, 38)
(23, 57)
(56, 76)
(56, 76)
(17, 34)
(41, 18)
(70, 63)
(72, 65)
(56, 76)
(24, 54)
(44, 68)
(17, 75)
(112, 147)
(73, 66)
(34, 48)
(30, 48)
(56, 76)
(71, 64)
(40, 20)
(70, 63)
(45, 103)
(70, 63)
(70, 63)
(27, 29)
(65, 59)
(24, 57)
(30, 24)
(51, 28)
(69, 62)
(70, 63)
(56, 76)
(72, 65)
(118, 180)
(62, 153)
(110, 158)
(40, 20)
(72, 66)
(24, 54)
(25, 54)
(69, 62)
(24, 57)
(56, 76)
(91, 154)
(73, 66)
(66, 60)
(28, 25)
(140, 182)
(73, 66)
(70, 63)
(56, 76)
(24, 57)
(24, 57)
(24, 57)
(26, 29)
(70, 63)
(70, 63)
(25, 54)
(73, 66)
(24, 57)
(88, 68)
(56, 76)
(126, 181)
(17, 75)
(56, 76)
(73, 66)
(72, 66)
(70, 63)
(25, 54)
(73, 66)
(23, 28)
(24, 57)
(70, 63)
(73, 66)
(25, 54)
(24, 57)
(65, 111)
(56, 76)
(56, 76)
(72, 65)
(73, 66)
(31, 84)
(73, 66)
(69, 61)
(27, 29)
(32, 89)
(41, 99)
(70, 63)
(30, 48)
(17, 75)
(73, 66)
(56, 76)
(56, 76)
(72, 65)
(56, 76)
(105, 182)
(73, 66)
(26, 52)
(17, 56)
(70, 63)
(41, 18)
(86, 174)
(56, 76)
(25, 54)
(56, 76)
(56, 76)
(56, 76)
(70, 63)
(70, 63)
(72, 65)
(56, 76)
(17, 71)
(123, 183)
(72, 66)
(24, 57)
(143, 143)
(56, 76)
(27, 29)
(69, 135)
(44, 19)
(90, 68)
(70, 63)
(56, 76)
(25, 56)
(66, 59)
(56, 76)
(56, 76)
(69, 62)
(25, 56)
(56, 76)
(73, 66)
(25, 56)
(56, 76)
(22, 18)
(67, 60)
(23, 52)
(25, 56)
(56, 76)
(56, 76)
(56, 76)
(23, 75)
(56, 76)
(56, 76)
(18, 31)
(32, 89)
(42, 19)
(56, 76)
(32, 89)
(56, 76)
(56, 76)
(56, 76)
(21, 61)
(38, 22)
(21, 37)
(54, 71)
(54, 71)
(56, 76)
(56, 76)
(73, 66)
(70, 63)
(56, 76)
(23, 56)
(25, 56)
(73, 63)
(63, 58)
(56, 76)
(25, 56)
(18, 37)
(42, 19)
(164, 151)
(36, 22)
(29, 95)
(43, 19)
(56, 76)
(26, 51)
(56, 76)
(56, 76)
(44, 49)
(56, 76)
(56, 76)
(56, 76)
(56, 76)
(56, 76)
(66, 60)
(41, 19)
(25, 56)
(18, 65)
(73, 66)
(38, 22)
(56, 76)
(22, 57)
(56, 76)
(28, 50)
(56, 76)
(56, 76)
(21, 27)
(32, 36)
(37, 57)
(38, 22)
(56, 76)
(70, 63)
(68, 61)
(28, 59)
(22, 56)
(53, 70)
(24, 54)
(56, 76)
(66, 59)
(17, 75)
(56, 76)
(65, 59)
(56, 76)
(25, 56)
(56, 76)
(25, 56)
(38, 22)
(38, 22)
