(110, 49)
(56, 76)
(56, 76)
(20, 56)
(47, 50)
(22, 56)
(56, 76)
(64, 58)
(65, 57)
(17, 81)
(56, 76)
(43, 23)
(65, 59)
(64, 58)
(40, 39)
(55, 24)
(34, 179)
(56, 76)
(34, 56)
(63, 58)
(44, 28)
(36, 106)
(18, 33)
(19, 25)
(56, 76)
(19, 31)
(71, 64)
(41, 19)
(56, 76)
(38, 65)
(53, 18)
(34, 21)
(28, 36)
(23, 71)
(27, 34)
(104, 79)
(21, 75)
(86, 70)
(39, 51)
(18, 23)
(56, 76)
(44, 67)
(17, 33)
(56, 76)
(66, 18)
(65, 59)
(28, 65)
(53, 29)
(57, 27)
(17, 82)
(104, 79)
(18, 40)
(56, 76)
(157, 41)
(56, 76)
(56, 76)
(75, 59)
(126, 147)
(90, 63)
(56, 76)
(50, 21)
(62, 66)
(104, 77)
(90, 66)
(46, 56)
(98, 76)
(56, 76)
(69, 62)
(55, 26)
(56, 76)
(17, 174)
(56, 76)
(20, 31)
(21, 90)
(146, 19)
(56, 76)
(19, 85)
(56, 76)
(24, 173)
(17, 126)
(17, 39)
(104, 79)
(92, 66)
(17, 33)
(24, 54)
(56, 76)
(103, 72)
(65, 59)
(56, 17)
(53, 69)
(94, 159)
(56, 76)
(46, 20)
(56, 76)
(33, 111)
(21, 56)
(21, 79)
(34, 22)
(56, 76)
(127, 179)
(56, 76)
(69, 62)
(56, 76)
(56, 76)
(39, 62)
(23, 56)
(98, 76)
(56, 76)
(27, 115)
(18, 21)
(25, 30)
(71, 52)
(18, 38)
(56, 76)
(21, 87)
(47, 68)
(178, 170)
(17, 17)
(56, 76)
(56, 76)
(56, 20)
(26, 27)
(43, 66)
(162, 165)
(24, 28)
(27, 62)
(56, 76)
(56, 76)
(52, 42)
(25, 80)
(19, 17)
(21, 50)
(31, 50)
(17, 57)
(19, 61)
(56, 76)
(27, 64)
(56, 76)
(33, 61)
(18, 85)
(49, 67)
(41, 114)
(19, 18)
(60, 176)
(50, 26)
(56, 76)
(18, 55)
(56, 76)
(56, 76)
(56, 76)
(65, 59)
(49, 29)
(54, 20)
(47, 55)
(56, 76)
(35, 103)
(60, 24)
(17, 17)
(41, 20)
(56, 76)
(31, 92)
(54, 69)
(23, 45)
(56, 76)
(72, 65)
(25, 33)
(30, 70)
(56, 76)
(25, 64)
(18, 48)
(22, 48)
(49, 54)
(91, 70)
(72, 66)
(56, 76)
(17, 39)
(72, 57)
(36, 63)
(69, 62)
(90, 71)
(25, 68)
(39, 66)
(56, 76)
(40, 133)
(20, 75)
(66, 20)
(24, 30)
(40, 17)
(30, 71)
(56, 76)
(30, 54)
(77, 58)
(34, 104)
(53, 156)
(70, 63)
(20, 87)
(34, 54)
(101, 69)
(52, 22)
(49, 70)
(27, 70)
(18, 51)
(48, 48)
(25, 28)
(49, 20)
(73, 131)
(56, 76)
(56, 76)
(51, 58)
(48, 35)
(40, 22)
(46, 43)
(56, 76)
(56, 76)
(56, 76)
(28, 36)
(24, 60)
(130, 30)
(56, 76)
(22, 26)
(69, 62)
(56, 76)
(57, 27)
(21, 65)
(73, 56)
(37, 61)
(65, 19)
(18, 123)
(33, 67)
(56, 76)
(18, 78)
(22, 35)
(50, 27)
(56, 76)
(31, 54)
(67, 58)
(64, 64)
(56, 76)
(56, 76)
(22, 56)
(56, 76)
(24, 50)
(17, 54)
(84, 66)
(56, 76)
(56, 76)
(58, 71)
(52, 70)
(56, 76)
(62, 25)
(56, 76)
(101, 62)
(64, 59)
(63, 58)
(22, 92)
(85, 69)
(56, 76)
(32, 19)
(56, 31)
(102, 53)
(66, 60)
(96, 64)
(92, 70)
(68, 57)
(98, 75)
(71, 63)
(47, 57)
(25, 37)
(68, 61)
(17, 43)
(60, 20)
(66, 21)
(56, 76)
(56, 76)
(22, 114)
(50, 31)
(56, 76)
(89, 71)
(59, 24)
(56, 76)
(56, 76)
(56, 76)
(48, 69)
(159, 41)
(37, 33)
(34, 18)
(70, 65)
(17, 47)
(42, 54)
(57, 18)
(22, 56)
(64, 58)
(29, 90)
(81, 67)
(26, 70)
(56, 76)
(56, 76)
(56, 76)
(39, 24)
(73, 66)
(37, 183)
(39, 172)
(56, 76)
(56, 76)
(20, 29)
(59, 22)
(59, 23)
(67, 17)
(61, 62)
(90, 73)
(56, 76)
(53, 57)
(43, 50)
(52, 110)
(40, 36)
(92, 62)
(56, 76)
(33, 37)
(56, 76)
(19, 97)
(101, 72)
(41, 25)
(18, 42)
(50, 19)
(62, 17)
(56, 76)
(58, 66)
(56, 76)
(106, 181)
(54, 67)
(101, 69)
(56, 76)
(51, 31)
(30, 168)
(56, 76)
(70, 63)
(20, 34)
(56, 76)
(44, 17)
(56, 76)
(56, 76)
(56, 76)
(39, 62)
(35, 151)
